ticker,name,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
mtex,Mannatech Inc,https://static.finnhub.io/logo/8ac4ebd9873103f5885f174ae8773f5fe25e1cd18d4baf369f1928961c202d62.png,https://us.mannatech.com/,B,Medium,B,Medium,B,Medium,0,20,39,10,04/18/2022,B,Medium,1056358
mtrx,Matrix Service Co,https://static.finnhub.io/logo/13c284070f5d7107a345b370190b26682734effb47965ee5534d78a58f48bcce.png,https://www.matrixservicecompany.com/,A,High,BB,Medium,B,Medium,75,45,50,70,04/18/2022,A,High,866273
halo,Halozyme Therapeutics Inc,https://static.finnhub.io/logo/ecd60c64-80df-11ea-9c85-00000000092a.png,https://www.halozyme.com/,A,High,BB,Medium,BB,Medium,60,28,60,56,04/17/2022,BBB,High,1159036
hall,Hallmark Financial Services Inc,https://static.finnhub.io/logo/fd68ca2c-80df-11ea-b8c2-00000000092a.png,http://www.hallmarkgrp.com/,B,Medium,B,Medium,BB,Medium,3,14,56,16,04/17/2022,B,Medium,819913
mvbf,MVB Financial Corp,https://static.finnhub.io/logo/45ba96829f0302c20d3455c565aba295243a3c565cb9a67c24d80d4b8dde4ae1.png,https://ir.mvbbanking.com/CorporateProfile/,B,Medium,B,Medium,B,Medium,2,11,35,4,04/18/2022,B,Medium,1277902
mvst,Microvast Holdings Inc,https://static.finnhub.io/logo/56accc4323ac6010d7cab3618df10f204a7b8350b68e8e17bbcf2a9f80600386.png,https://microvast.com/,B,Medium,B,Medium,B,Medium,5,24,34,12,06/11/2022,B,Medium,1760689
mvis,MicroVision Inc,https://static.finnhub.io/logo/4ef2e4ae-80e1-11ea-a26e-00000000092a.png,https://www.microvision.com/,BBB,High,BB,Medium,BB,Medium,48,28,64,51,04/18/2022,BBB,High,65770
mxct,MaxCyte Inc,https://static.finnhub.io/logo/c6e6e9be-80d3-11ea-8ffb-00000000092a.png,https://www.maxcyte.com/,B,Medium,BB,Medium,B,Medium,4,28,43,18,04/21/2022,BB,Medium,1287098
mygn,Myriad Genetics Inc,https://static.finnhub.io/logo/4e7a8ca2-80e1-11ea-a073-00000000092a.png,https://myriad.com/,BB,Medium,BB,Medium,B,Medium,29,32,55,39,04/18/2022,BBB,High,899923
myfw,First Western Financial Inc,https://static.finnhub.io/logo/d63d720da2c1ce27b4068a766f28f8af83b975b495e048f59d59b3f6e363a5e4.png,https://myfw.gcs-web.com/,BB,Medium,BB,Medium,B,Medium,29,28,40,31,06/10/2022,BB,Medium,1327607
mxl,Maxlinear Inc,https://static.finnhub.io/logo/698085653aaaf77ffaf721bb1fc5a549ca4e9fc91bbb6b823d6e4a689c939334.png,https://www.maxlinear.com/,A,High,BB,Medium,BB,Medium,65,33,65,64,04/18/2022,BBB,High,1288469
mymd,MyMD Pharmaceuticals Inc,https://static.finnhub.io/logo/5db2dee6-80cf-11ea-a23b-00000000092a.png,https://ir.mymd.com/,B,Medium,B,Medium,B,Medium,1,19,39,10,06/11/2022,B,Medium,1321834
myps,Playstudios Inc,https://static.finnhub.io/logo/5295b962ca5b082296591d3bf503c720c413df08af470dca3bde1a037ec9f783.png,https://aciesacq.com/,B,Medium,B,Medium,B,Medium,1,8,31,1,06/11/2022,B,Medium,1823878
mttr,Matterport Inc,https://static4.finnhub.io/file/publicdatany2/stock_logo/MTTR_5077893451.png,https://matterport.com/,BB,Medium,BB,Medium,B,Medium,28,33,46,35,06/11/2022,BBB,High,1819394
mtsi,MACOM Technology Solutions Holdings Inc,https://static.finnhub.io/logo/d6dcdae6-80cb-11ea-b59b-00000000092a.png,https://www.macom.com/,BB,Medium,BB,Medium,B,Medium,34,29,45,36,04/18/2022,BBB,High,1493594
clro,Clearone Inc,https://static.finnhub.io/logo/2eb1181c-80e0-11ea-866e-00000000092a.png,http://www.clearone.com/,BB,Medium,B,Medium,B,Medium,33,13,34,22,04/16/2022,BB,Medium,840715
clsn,Celsion Corp,https://static.finnhub.io/logo/62e5ff86-80fc-11ea-974e-00000000092a.png,http://celsion.com/,B,Medium,B,Medium,BB,Medium,11,11,56,18,04/16/2022,BB,Medium,749647
gure,Gulf Resources Inc,https://static.finnhub.io/logo/f43b6b8a-828d-11ea-be9e-00000000092a.png,http://www.gulfresourcesinc.com/,BBB,High,B,Medium,BB,Medium,40,9,56,34,04/17/2022,BBB,High,885462
gvp,GSE Systems Inc,https://static.finnhub.io/logo/57b65608-80df-11ea-bafd-00000000092a.png,http://www.gses.com/,A,High,BB,Medium,B,Medium,59,29,42,49,04/17/2022,BBB,High,944480
gyro,Gyrodyne LLC,Logo Not Provided,http://www.gyrodyne.com/,B,Medium,B,Medium,B,Medium,8,9,41,9,04/17/2022,B,Medium,1589061
gwrs,Global Water Resources Inc,https://static.finnhub.io/logo/073b07d78f30190099a57fb66df825b0afbbccb6bb3d3b3389564acaabce4942.png,https://www.gwresources.com,BB,Medium,B,Medium,B,Medium,32,27,40,32,04/17/2022,BB,Medium,1434728
ha,Hawaiian Holdings Inc,https://static.finnhub.io/logo/e1f8d338-80e0-11ea-9ce9-00000000092a.png,https://www.hawaiianairlines.com/,B,Medium,BB,Medium,B,Medium,0,32,31,13,04/17/2022,B,Medium,1172222
clsk,CleanSpark Inc,https://static.finnhub.io/logo/e76a9728-80d9-11ea-9ab3-00000000092a.png,https://cleanspark.com/,A,High,BB,Medium,BB,Medium,71,33,59,65,06/10/2022,A,High,827876
clsd,Clearside Biomedical Inc,https://static.finnhub.io/logo/11294928-80d4-11ea-bfe2-00000000092a.png,http://clearsidebio.com/,B,Medium,B,Medium,B,Medium,3,14,31,5,07/26/2022,B,Medium,1539029
haac,Health Assurance Acquisition Corp,https://static.finnhub.io/logo/10782d05345d090968318541e01749311cc3c39a659e56b85eb2b4b525417568.png,https://www.healthassuranceacqcorp.com/,B,Medium,B,Medium,BB,Medium,0,19,56,17,06/10/2022,BB,Medium,1824013
hafc,Hanmi Financial Corp,https://static.finnhub.io/logo/a38560a59c08d9820f0441540b932c2852bdac825c5ec9809f6272a278da20d4.png,https://investors.hanmi.com/,B,Medium,B,Medium,B,Medium,10,9,40,10,04/17/2022,B,Medium,1109242
clst,Catalyst Bancorp Inc,Logo Not Provided,Url Not Provided,B,Medium,BB,Medium,B,Medium,12,37,48,30,06/11/2022,BB,Medium,1849867
clwt,Euro Tech Holdings Company Ltd,Logo Not Provided,Url Not Provided,B,Medium,B,Medium,B,Medium,6,8,34,4,04/17/2022,B,Medium,1026662
clxt,Calyxt Inc,https://static.finnhub.io/logo/97c944fe-80db-11ea-b039-00000000092a.png,http://www.calyxt.com/,A,High,BB,Medium,BB,Medium,65,32,62,62,06/10/2022,BBB,High,1705843
cmbm,Cambium Networks Corp,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CMBM.svg,Url Not Provided,A,High,BB,Medium,BB,Medium,59,35,56,58,06/10/2022,BBB,High,1738177
cmco,Columbus McKinnon Corp,https://static.finnhub.io/logo/18ae4a40-80e0-11ea-a0be-00000000092a.png,https://www.columbusmckinnon.com/,B,Medium,BB,Medium,B,Medium,0,32,41,17,04/16/2022,BB,Medium,1005229
evk,Ever-Glory International Group Inc,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EVK.svg,http://www.everglorygroup.com,B,Medium,B,Medium,B,Medium,0,10,34,2,04/17/2022,B,Medium,943184
clvs,Clovis Oncology Inc,https://static.finnhub.io/logo/4a95bb1a-80cb-11ea-a08d-00000000092a.png,https://clovisoncology.com/,B,Medium,B,Medium,BB,Medium,5,10,56,15,04/16/2022,B,Medium,1466301
clvr,Clever Leaves Holdings Inc,Logo Not Provided,Url Not Provided,B,Medium,B,Medium,B,Medium,5,16,32,8,06/10/2022,B,Medium,1819615
happ,Happiness Development Group Ltd,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HAPP.svg,http://www.happ.org.cn/,B,Medium,B,Medium,BB,Medium,5,9,56,14,06/10/2022,B,Medium,1751876
hbcp,Home Bancorp Inc,https://static.finnhub.io/logo/3a00ecdbf3696314778776f1cf99feac118b8f15cae98dc6bd3c65e519783a19.png,https://www.home24bank.com/,B,Medium,B,Medium,B,Medium,6,8,31,3,04/17/2022,B,Medium,1436425
hbio,Harvard Bioscience Inc,https://static.finnhub.io/logo/2afc8d68-80e0-11ea-a78b-00000000092a.png,https://www.harvardbioscience.com/,B,Medium,B,Medium,BB,Medium,10,12,56,18,04/17/2022,BB,Medium,1123494
hbnc,Horizon Bancorp Inc,https://static.finnhub.io/logo/b81a60c122a2a1d66ce8a8259aa0c3035ddeeab3ba5202e8ece90978b4b25260.png,https://www.horizonbank.com/,B,Medium,BB,Medium,B,Medium,11,32,40,22,04/17/2022,BB,Medium,706129
hbt,HBT Financial Inc,https://static.finnhub.io/logo/ce6355c1d526b568214a46222e9a9152cbca3d0ff2a56c6abd8e43a7e9099103.png,https://ir.hbtfinancial.com/investor-relations,B,Medium,B,Medium,BB,Medium,9,23,56,24,06/10/2022,BB,Medium,775215
hcat,Health Catalyst Inc,https://static.finnhub.io/logo/3674581a-80da-11ea-8625-00000000092a.png,https://www.healthcatalyst.com/,A,High,BB,Medium,BB,Medium,66,32,61,63,06/10/2022,BBB,High,1636422
hcar,Healthcare Services Acquisition Corp,https://static.finnhub.io/logo/5de446295c78d793f321802ddf19b35eb0b0dcad6fd702aea8f76cdb18ba2bea.png,https://www.healthcarespac.com/,B,Medium,B,Medium,BB,Medium,9,9,56,16,06/10/2022,BB,Medium,1824846
harp,Harpoon Therapeutics Inc,https://static.finnhub.io/logo/d8161c70-81d3-11ea-bb1a-00000000092a.png,https://www.harpoontx.com/,BBB,High,BB,Medium,BB,Medium,55,28,59,53,06/10/2022,BBB,High,1708493
hayn,Haynes International Inc,https://static.finnhub.io/logo/99f0a598-80e0-11ea-b586-00000000092a.png,https://www.haynesintl.com/,A,High,BB,Medium,BB,Medium,58,28,56,54,04/17/2022,BBB,High,858655
pnbk,Patriot National Bancorp Inc,https://static.finnhub.io/logo/2d926042-80e1-11ea-bae6-00000000092a.png,https://bankpatriot.com/,B,Medium,BB,Medium,B,Medium,1,28,34,12,04/18/2022,B,Medium,1098146
hcdi,Harbor Custom Development Inc,https://static.finnhub.io/logo/5411ca1c162326159abc51913794bd21176437876133e6cc2c36fcccd2df0e57.png,https://harborcustomhomes.com/,B,Medium,B,Medium,B,Medium,4,12,33,5,06/10/2022,B,Medium,1784567
hcci,Heritage-Crystal Clean Inc,https://static.finnhub.io/logo/55073054-80e0-11ea-adcc-00000000092a.png,https://www.crystal-clean.com/,A,High,BBB,High,BB,Medium,63,47,56,67,04/17/2022,A,High,1403431
pnfp,Pinnacle Financial Partners Inc,https://static.finnhub.io/logo/2afb0138-80e1-11ea-821c-00000000092a.png,https://www.pnfp.com/,B,Medium,BB,Medium,B,Medium,14,33,44,27,11/08/2022,BB,Medium,1115055
pnt,POINT Biopharma Global Inc,Logo Not Provided,https://www.pointbiopharma.com/,BB,Medium,B,Medium,B,Medium,23,12,52,24,06/11/2022,BB,Medium,1811764
poai,Predictive Oncology Inc,https://static.finnhub.io/logo/ac0ee7f0-80d2-11ea-bd34-00000000092a.png,https://predictive-oncology.com/,B,Medium,B,Medium,B,Medium,15,27,36,21,06/10/2022,BB,Medium,1446159
pola,Polar Power Inc,https://static.finnhub.io/logo/09caf854-81d9-11ea-8a6b-00000000092a.png,https://polarpower.com/,B,Medium,B,Medium,B,Medium,0,8,31,0,06/05/2022,B,Medium,1622345
podd,Insulet Corp,https://static.finnhub.io/logo/bd79a7d8-826a-11ea-ba18-00000000092a.png,https://www.omnipod.com,B,Medium,B,Medium,B,Medium,3,14,32,6,11/07/2022,B,Medium,1145197
powi,Power Integrations Inc,https://static.finnhub.io/logo/3a69d1d8-80e0-11ea-bdda-00000000092a.png,https://www.power.com/,A,High,B,Medium,BB,Medium,72,25,57,60,11/08/2022,BBB,High,833640
poww,Ammo Inc,https://static.finnhub.io/logo/8decc6ca0564a89b50b985b73c3a3e17a402a1bec36567fa2649259eb21478db.png,https://ammoinc.com/,B,Medium,B,Medium,B,Medium,6,13,31,6,08/02/2022,B,Medium,1015383
pnrg,Primeenergy Resources Corp,Logo Not Provided,http://www.primeenergy.com/,B,Medium,B,Medium,B,Medium,0,8,46,6,11/08/2022,B,Medium,56868
pntg,Pennant Group Inc,https://static.finnhub.io/logo/a5056f5c-81d2-11ea-80af-00000000092a.png,https://www.pennantgroup.com/,B,Medium,BB,Medium,B,Medium,9,29,31,16,06/10/2022,BB,Medium,1766400
ppbi,Pacific Premier Bancorp Inc,https://static.finnhub.io/logo/39fe4f30-80e0-11ea-942b-00000000092a.png,https://investors.ppbi.com/,A,High,BB,Medium,BB,Medium,70,33,60,65,11/08/2022,A,High,1028918
ppih,Perma-Pipe International Holdings Inc,https://static.finnhub.io/logo/e963d356e0f2d994c438d84f1178d410188d07abe007ec02a410fc231e59af43.png,https://www.permapipe.com/,A,High,B,Medium,BB,Medium,58,20,56,49,06/10/2022,BBB,High,914122
ppc,Pilgrims Pride Corp,https://static.finnhub.io/logo/eff7902c-80ff-11ea-83c9-00000000092a.png,https://www.pilgrims.com/,A,High,BB,Medium,B,Medium,58,28,36,45,11/08/2022,BBB,High,802481
praa,PRA Group Inc,https://static.finnhub.io/logo/3adb3168-80e0-11ea-8a1f-00000000092a.png,https://www.pragroup.com/,BBB,High,BB,Medium,BB,Medium,53,32,59,54,11/08/2022,BBB,High,1185348
ppsi,Pioneer Power Solutions Inc,https://static.finnhub.io/logo/96fb7918-80ce-11ea-bf9d-00000000092a.png,https://www.pioneerpowersolutions.com/,B,Medium,BB,Medium,BB,Medium,19,29,60,34,11/08/2022,BBB,High,1449792
prax,Praxis Precision Medicines Inc,https://static.finnhub.io/logo/a4601b625da8200ca8351310241f144dd64941f2597d80dd864a111467156e56.png,https://praxismedicines.com/,B,Medium,B,Medium,B,Medium,0,11,35,3,06/10/2022,B,Medium,1689548
prct,Procept Biorobotics Corp,https://static.finnhub.io/logo/b5c9e927973c66ebc5614e0c603b51b26632de3cff0d96898826fa18547d0791.png,https://www.procept-biorobotics.com/,B,Medium,B,Medium,BB,Medium,0,13,56,13,06/11/2022,B,Medium,1588978
prch,Porch Group Inc,https://static.finnhub.io/logo/df7a9ba3225a11dffbd7593d22a4135a4f10e3c0b361032e1893411b0c310abc.png,https://porchgroup.com/,B,Medium,B,Medium,B,Medium,5,13,35,7,06/10/2022,B,Medium,1784535
pre,Artisan Acquisition Corp,Logo Not Provided,Url Not Provided,B,Medium,B,Medium,B,Medium,9,8,48,12,04/22/2022,B,Medium,1876431
prdo,Perdoceo Education Corp,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PRDO.svg,https://www.perdoceoed.com/,BB,Medium,B,Medium,B,Medium,32,27,44,33,06/10/2022,BBB,High,1046568
sisi,Shineco Inc,Logo Not Provided,http://www.tenetjove.com/,BB,Medium,BB,Medium,BB,Medium,27,37,57,42,06/11/2022,BBB,High,1300734
sitm,SiTime Corp,https://static.finnhub.io/logo/fd3ab08a-80d9-11ea-baf4-00000000092a.png,https://www.sitime.com/,A,High,BB,Medium,BB,Medium,59,28,56,54,06/10/2022,BBB,High,1451809
siri,Sirius XM Holdings Inc,https://static.finnhub.io/logo/8cbaf00cdf99a60a70367447a9b4aa8ffa3730892ebfeefc69f0df956c461770.png,https://www.siriusxm.com/corporate,B,Medium,BB,Medium,B,Medium,8,28,32,16,11/08/2022,B,Medium,908937
sj,Scienjoy Holding Corp,Logo Not Provided,Url Not Provided,B,Medium,BB,Medium,B,Medium,12,32,41,24,06/10/2022,BB,Medium,1753673
pow,Powered Brands,Logo Not Provided,Url Not Provided,B,Medium,B,Medium,B,Medium,7,14,44,12,04/20/2022,B,Medium,1829427
powl,Powell Industries Inc,https://static.finnhub.io/logo/b847e6cec1cca2ab7a7efa1c72c329bd241481b5ba6c9cfec167a8ad98550779.png,https://www.powellind.com/,A,High,B,Medium,B,Medium,58,16,35,38,11/08/2022,BBB,High,80420
upwk,Upwork Inc,https://static.finnhub.io/logo/04e63e39dfa2f0949f018d4f77b107a9bc8f105998ca37e338d26e0ba04e229a.png,https://www.upwork.com/,B,Medium,B,Medium,B,Medium,14,21,51,23,06/10/2022,BB,Medium,1627475
usak,USA Truck Inc,https://static.finnhub.io/logo/d2ce5822-80e0-11ea-b2c6-00000000092a.png,https://www.usa-truck.com/,A,High,BB,Medium,BB,Medium,64,30,57,58,11/08/2022,BBB,High,883945
usau,US Gold Corp,https://static.finnhub.io/logo/1557f6d0-80e0-11ea-8635-00000000092a.png,https://www.usgoldcorp.gold/,BBB,High,B,Medium,BB,Medium,39,16,56,36,06/10/2022,BBB,High,27093
usap,Universal Stainless & Alloy Products Inc,https://static.finnhub.io/logo/6b133fbff9c5149d0ce77bd6e80075686db2446fed3d60ca37cecf755c9d042e.png,http://www.univstainless.com/,B,Medium,B,Medium,B,Medium,7,14,31,7,11/08/2022,B,Medium,931584
useg,US Energy Corp,https://static.finnhub.io/logo/8a2928da3ce3c736d5ef6e38edcc15d961dd3bd9bf61d6cf6a7675e9619e5ce3.png,http://www.usnrg.com/,BBB,High,B,Medium,BB,Medium,46,21,60,45,11/08/2022,BBB,High,101594
usio,Usio Inc,https://static.finnhub.io/logo/90f27168-80d2-11ea-a811-00000000092a.png,https://usio.com/,B,Medium,B,Medium,B,Medium,16,17,41,18,06/10/2022,BB,Medium,1088034
uthr,United Therapeutics Corp,https://static.finnhub.io/logo/06244134-826b-11ea-9be7-00000000092a.png,https://www.unither.com/,B,Medium,B,Medium,BB,Medium,6,20,56,21,11/08/2022,BB,Medium,1082554
urgn,Urogen Pharma Ltd,https://static.finnhub.io/logo/34ed2f05d06c4b4e38d817c2be35da0eb637d3ddf7a9cea83cec8a3c75a6b04c.png,https://www.urogen.com/,B,Medium,B,Medium,B,Medium,2,18,54,16,06/10/2022,BB,Medium,1668243
urbn,Urban Outfitters Inc,https://static.finnhub.io/logo/1fafa21c-80e1-11ea-bd8f-00000000092a.png,https://www.urbn.com/,BB,Medium,BB,Medium,BB,Medium,26,28,56,36,11/08/2022,BBB,High,912615
utme,Utime Ltd,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950736446156.svg,http://www.utimemobile.com/,B,Medium,B,Medium,B,Medium,3,8,31,2,06/10/2022,B,Medium,1789299
utrs,Minerva Surgical Inc,https://static.finnhub.io/logo/9ae26777350f9737497378ac417156f925648c223798be24150f41242013d415.png,https://minervasurgical.com/,B,Medium,B,Medium,B,Medium,1,8,34,2,06/11/2022,B,Medium,1452965
utsi,UTStarcom Holdings Corp,https://static.finnhub.io/logo/04f8be36-826b-11ea-a446-00000000092a.png,http://www.utstar.com,BB,Medium,BB,Medium,BB,Medium,27,30,72,44,11/08/2022,BBB,High,1030471
uxin,Uxin Ltd,https://static.finnhub.io/logo/9b01f9fe-81d5-11ea-b8c8-00000000092a.png,https://www.xin.com/,B,Medium,B,Medium,B,Medium,1,8,38,3,06/10/2022,B,Medium,1729173
uvsp,Univest Financial Corp,https://static.finnhub.io/logo/20020ad0-80e1-11ea-bc7f-00000000092a.png,https://www.univest.net,BB,Medium,BB,Medium,BB,Medium,25,32,57,38,11/08/2022,BBB,High,102212
cmcm,Cheetah Mobile Inc,https://static.finnhub.io/logo/d08f9310-80cf-11ea-a202-00000000092a.png,https://www.cmcm.com,B,Medium,B,Medium,B,Medium,1,11,35,4,11/07/2022,B,Medium,1597835
cmc,Commercial Metals Co,https://static.finnhub.io/logo/a22fd99e-80eb-11ea-aca7-00000000092a.png,https://www.cmc.com,B,Medium,B,Medium,B,Medium,4,10,31,4,11/07/2022,B,Medium,22444
uslm,United States Lime & Minerals Inc,https://static.finnhub.io/logo/fb391438-826a-11ea-93e6-00000000092a.png,http://www.uslm.com/,A,High,B,Medium,BB,Medium,58,14,56,46,11/08/2022,BBB,High,82020
utmd,Utah Medical Products Inc,https://static.finnhub.io/logo/ebfeafbe-80e0-11ea-a1fd-00000000092a.png,http://www.utahmed.com,B,Medium,B,Medium,B,Medium,8,15,44,13,11/08/2022,B,Medium,706698
cmp,Compass Minerals International Inc,https://static.finnhub.io/logo/a5b1f724-80eb-11ea-8678-00000000092a.png,https://www.compassminerals.com/,A,High,BB,Medium,BB,Medium,59,28,61,56,11/07/2022,BBB,High,1227654
cnd,Concord Acquisition Corp,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CND.svg,Url Not Provided,B,Medium,B,Medium,BB,Medium,1,19,56,17,11/12/2022,BB,Medium,1824301
cnf,CNFinance Holdings Ltd,Logo Not Provided,http://ir.cashchina.cn/,B,Medium,B,Medium,B,Medium,0,8,36,2,06/10/2022,B,Medium,1733868
cnmd,Conmed Corp,https://static.finnhub.io/logo/a4313e98075e7806fcfe430a4486dac21d6c4387ef886ad34ec082477aa32de0.png,https://www.conmed.com/,BBB,High,BB,Medium,B,Medium,46,28,49,44,11/07/2022,BBB,High,816956
cnk,Cinemark Holdings Inc,https://static.finnhub.io/logo/a875eee6-80eb-11ea-896d-00000000092a.png,https://www.cinemark.com/,BB,Medium,BB,Medium,BB,Medium,25,28,56,35,11/07/2022,BBB,High,1385280
cnne,Cannae Holdings Inc,https://static.finnhub.io/logo/228af830-81d7-11ea-85e8-00000000092a.png,https://www.cannaeholdings.com/,B,Medium,B,Medium,B,Medium,3,8,32,2,06/10/2022,B,Medium,1704720
cno,CNO Financial Group Inc,https://static.finnhub.io/logo/a8e41f10-80eb-11ea-b750-00000000092a.png,https://www.cnoinc.com/,A,High,BB,Medium,BB,Medium,58,32,60,57,11/07/2022,BBB,High,1224608
cna,CNA Financial Corp,https://static.finnhub.io/logo/a7e1209a-80eb-11ea-a594-00000000092a.png,https://www.cna.com/,A,High,BB,Medium,BB,Medium,66,33,66,65,11/07/2022,A,High,21175
cmre,Costamare Inc,https://static.finnhub.io/logo/811544ec-81a2-11ea-b11f-00000000092a.png,https://www.costamare.com/,B,Medium,B,Medium,B,Medium,8,9,31,5,11/07/2022,B,Medium,1503584
gva,Granite Construction Inc,https://static.finnhub.io/logo/f0d5c3ba-80eb-11ea-b752-00000000092a.png,https://www.graniteconstruction.com/,B,Medium,B,Medium,B,Medium,0,8,31,0,11/07/2022,B,Medium,861459
fn,Fabrinet,https://static.finnhub.io/logo/e34b0be1a98befac76ad28cec81a1da747b9af72f2670c97b30b991474d7f9ab.png,https://fabrinet.com/,A,High,B,Medium,B,Medium,60,10,34,35,11/07/2022,BBB,High,1408710
h,Hyatt Hotels Corp,https://static.finnhub.io/logo/304ce992-80ff-11ea-b93c-00000000092a.png,https://www.hyatt.com/,B,Medium,B,Medium,B,Medium,7,10,32,5,11/07/2022,B,Medium,1468174
hasi,Hannon Armstrong Sustainable Infrastructure Capital Inc,https://static.finnhub.io/logo/e8712528-80cd-11ea-aef2-00000000092a.png,https://www.hannonarmstrong.com/,AA,Excellent,BBB,High,BB,Medium,86,48,60,82,11/07/2022,A,High,1561894
hayw,Hayward Holdings Inc,https://static.finnhub.io/logo/f4c4442bcb167b30d5d20aa9f9deac9a9ee9f88681bcfb402c394287a0805e6c.png,https://www.hayward-pool.com/shop/en/pools,A,High,BB,Medium,BB,Medium,65,29,56,58,11/15/2022,BBB,High,1834622
hbb,Hamilton Beach Brands Holding Co,https://static.finnhub.io/logo/8bd0236fbb75a62079aa6816e350637fb15ef687ca75d498ebb1069edf371df3.png,https://www.hamiltonbeachbrands.com/,B,Medium,B,Medium,B,Medium,9,22,39,16,11/15/2022,B,Medium,1709164
hcc,Warrior Met Coal Inc,https://static.finnhub.io/logo/bfcf747a-80db-11ea-bca2-00000000092a.png,https://warriormetcoal.com/,B,Medium,B,Medium,B,Medium,3,8,31,2,11/09/2022,B,Medium,1691303
hci,Hci Group Inc,https://static.finnhub.io/logo/f148e28e3880660f21e4bfa5e63c7e5de49b14abbf29520cecd447fd6cc23204.png,https://hcigroup.com/,B,Medium,B,Medium,BB,Medium,1,20,56,18,11/07/2022,BB,Medium,1400810
he,Hawaiian Electric Industries Inc,https://static.finnhub.io/logo/f41ed734-80eb-11ea-b165-00000000092a.png,https://www.hei.com/,A,High,BB,Medium,BB,Medium,74,37,59,69,11/07/2022,A,High,354707
gwre,Guidewire Software Inc,https://static.finnhub.io/logo/f210ffa6-80cb-11ea-abd4-00000000092a.png,https://www.guidewire.com/,A,High,BB,Medium,BB,Medium,67,32,64,64,11/07/2022,A,High,1528396
hae,Haemonetics Corp,https://static.finnhub.io/logo/f25c246e-80eb-11ea-984f-00000000092a.png,https://www.haemonetics.com,BBB,High,BB,Medium,BB,Medium,48,28,57,49,11/07/2022,BBB,High,313143
hep,Holly Energy Partners LP,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HEP_4295900027.png,http://www.hollyenergy.com/,A,High,B,Medium,B,Medium,60,13,35,38,11/07/2022,BBB,High,1283140
hgv,Hilton Grand Vacations Inc,https://static.finnhub.io/logo/e51af146-80db-11ea-8e19-00000000092a.png,https://www.hiltongrandvacations.com/,BB,Medium,B,Medium,B,Medium,20,25,44,26,11/15/2022,BB,Medium,1674168
hi,Hillenbrand Inc,https://static.finnhub.io/logo/f56bfd2c-80eb-11ea-ab9f-00000000092a.png,https://www.hillenbrand.com/,BBB,High,BB,Medium,BB,Medium,56,37,56,57,11/07/2022,BBB,High,1417398
hhc,Howard Hughes Corp,https://static.finnhub.io/logo/6445e7f28561553b3938ebf0561b5c1b03bb8379d8ace28e7cae8dd7d5a2c878.png,https://www.howardhughes.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,11/07/2022,BBB,High,1498828
hubs,HubSpot Inc,https://static.finnhub.io/logo/62f8c2fa-80d0-11ea-aeb3-00000000092a.png,https://www.hubspot.com/,BBB,High,BB,Medium,BB,Medium,54,33,61,57,11/07/2022,BBB,High,1404655
hesm,Hess Midstream LP,https://static.finnhub.io/logo/3a3f1306ad581fe2e596eaf3a480a1e683d9c562deaa753633f2d3f680150569.png,https://www.hessmidstream.com/,BB,Medium,B,Medium,B,Medium,21,19,45,23,11/15/2022,BB,Medium,1789832
hei,HEICO Corp,https://static.finnhub.io/logo/f461d852-80eb-11ea-89b1-00000000092a.png,https://www.heico.com/,B,Medium,B,Medium,B,Medium,5,8,32,4,11/07/2022,B,Medium,46619
